name,subject0,subject1,subject2,subject3
Saundra Brown,9.2,2.7,8.7,9.6
Sally Radish,1.9,8.5,1.1,6.1
Blanca Gallegos,10.0,5.6,1.6,4.9
Grace Turner,6.2,0.3,2.4,3.8
Mark Lewis,3.0,7.3,5.2,3.5
Diana Marino,3.8,2.9,10.0,4.4
Robin Banks,2.3,4.3,6.5,3.0
Gwendolyn Clark,5.4,0.3,7.0,5.2
Anthony Martin,5.6,0.1,7.3,9.3
Suellen Adame,10.0,6.4,9.8,4.6
Richard Semple,7.8,7.6,8.4,3.6
Felix Murphy,7.1,9.6,3.2,2.0
Shirley Webb,6.2,8.1,7.2,10.0
Donald Jordan,7.9,8.5,4.1,2.0
Tamara Crandall,5.1,5.5,0.0,4.2
Pamela Stefani,0.1,4.9,3.8,6.5
Heather Debell,4.5,0.9,0.0,6.7
Kathlyn Humphrey,4.0,8.9,0.7,6.0
Richard Colunga,5.1,3.1,4.4,10.0
Sadie Isola,6.4,0.4,5.7,4.3
Vanessa Bria,0.6,6.4,4.5,10.0
Gerald Monk,4.5,4.6,7.4,2.2
Herbert Mceuen,10.0,7.9,10.0,1.1
Laura Zadow,0.3,4.3,9.5,1.7
Josefa Kersey,6.0,1.9,3.9,3.4
Sonja Stockton,0.1,3.3,7.1,9.4
Beverly Diaz,10.0,10.0,2.1,9.3
Kristina Zinner,7.6,10.0,10.0,5.1
Emma Rivera,6.9,4.6,8.3,2.3
Wava Fisher,2.8,2.6,3.4,1.6
Bethany Johnston,8.2,0.5,4.1,1.7
James Dollar,1.3,1.2,4.6,7.3
Richard Torres,10.0,8.8,3.7,6.3
Laurence Stark,7.2,5.4,4.9,4.9
Ryan Johnson,8.5,5.4,6.2,8.7
Charles Hickman,2.1,10.0,8.6,3.3
Martine Kahan,6.2,5.7,10.0,1.1
David Schaeffer,2.7,5.0,5.8,0.1
Jack Higgins,5.1,0.6,7.9,0.5
Priscilla Spencer,9.3,8.9,0.3,6.2
Joshua Backstrom,7.5,4.3,5.3,9.8
Jack Jackson,10.0,8.0,8.1,4.0
Nakia Dockery,5.9,9.9,4.6,6.9
Brenda Vasquez,8.5,2.7,10.0,9.8
John Wiersma,6.8,7.4,0.3,0.7
Dale Justice,5.2,10.0,8.4,0.4
James Biggs,10.0,0.4,4.8,1.5
Jacob Torres,0.4,8.4,10.0,3.8
Jason Compton,1.9,6.0,10.0,2.5
Benton Smith,5.3,7.0,8.6,3.3
Jane Southwick,0.6,8.0,5.6,0.7
Edward Hahl,1.3,0.0,9.8,3.4
Josephine Tubbs,2.0,3.7,4.1,7.6
Patricia Valenziano,1.5,1.0,4.4,7.0
Omar Woolverton,4.0,4.2,7.1,2.7
Christopher Rook,7.0,9.2,6.4,2.0
Johnie Wetherbee,8.4,2.5,6.7,5.3
Karen Prince,10.0,1.4,7.5,8.3
Willie Cook,1.9,7.6,5.1,9.5
Glenn Sachse,9.5,6.3,1.6,8.8
John Gibler,9.7,0.4,5.8,1.2
Dennis Paxton,8.9,10.0,7.0,3.0
Opal Harlow,3.2,8.8,4.7,5.3
Marcia Aponte,10.0,10.0,3.7,7.8
Lois Suryan,0.0,0.7,8.9,4.6
Frank Starcher,8.9,8.3,3.9,5.7
Cora Williams,9.9,4.1,5.2,4.1
Timothy Conforti,10.0,0.1,2.9,1.2
Isaac Santiago,6.9,10.0,10.0,1.8
Mary Sirmans,1.4,1.2,10.0,7.9
Ruth Blasko,2.2,3.2,5.0,10.0
Mary Lafarge,8.4,8.3,1.1,2.7
Raymond Gerwitz,10.0,10.0,1.9,8.0
Mary Cochran,6.7,9.3,1.4,10.0
William Irvine,8.6,5.7,5.3,5.8
Kimberly Boulos,3.3,3.4,8.9,0.9
Winnie Hogan,4.2,1.0,5.4,5.0
James Baskin,5.8,5.3,2.9,4.1
Melissa Rena,1.2,8.3,9.4,0.1
Nicole Francis,7.4,4.3,1.6,3.9
Miriam Driskell,6.0,4.6,10.0,1.6
Maricruz Mccall,10.0,1.0,2.5,5.5
Mary Deberry,0.6,6.9,8.1,2.3
Christopher Keegan,5.7,9.5,4.6,7.6
Frances Shields,8.1,3.7,7.0,7.4
Charles Fontanella,9.3,1.1,2.5,2.4
Mary Vojna,7.5,8.3,5.9,1.3
Richard Dorland,10.0,9.1,5.0,0.5
David Roemer,9.8,2.1,7.7,7.1
Suzette Weatherly,1.5,8.4,4.7,8.4
Beverly Mcnair,3.0,3.5,1.1,2.2
Michael Clements,0.5,6.4,10.0,5.3
Julie Niemeyer,7.5,1.3,8.4,7.9
Elizabeth Madden,1.4,5.5,6.2,1.5
Clarence Kerr,8.2,5.7,9.5,2.7
John Pearson,1.7,7.4,5.7,9.3
Syreeta Proffitt,4.0,3.9,7.6,0.9
Kimberly Stephenson,10.0,1.7,10.0,8.5
Donald Yasutomi,4.8,3.9,3.1,4.1
Christopher Yi,3.1,8.3,7.0,6.4
Kenneth Cabral,9.4,10.0,9.7,9.8
Donovan Garceau,3.5,4.8,8.2,7.1
Benny Craig,6.4,2.0,2.4,2.4
Bertha Weiner,1.6,6.6,1.8,5.6
Judith Lappin,0.1,2.8,9.9,8.9
Mark Patterson,6.3,5.3,5.0,7.7
Vincent Holmes,6.9,0.8,6.7,2.7
Judy Arenas,5.0,3.7,9.6,0.4
Kimberly Kern,1.0,5.0,6.0,1.0
Nancy Gaines,5.7,7.9,6.6,9.4
Yvonne Pereira,2.6,0.8,9.9,10.0
Helen Tufte,3.9,8.6,2.4,2.4
Michael Winstead,3.0,5.1,1.4,7.5
Willie Loy,5.0,4.9,9.5,7.2
Maurice Graham,1.7,8.3,3.7,9.0
Javier Contreras,10.0,6.8,4.7,5.5
Linda Beato,4.4,2.7,1.4,4.4
Melinda Wong,6.1,4.3,7.7,3.5
Joyce Olson,9.9,5.7,9.9,0.7
Ashley Chandler,2.4,7.8,8.8,5.6
Frank Paterson,2.7,4.8,2.0,4.8
Deborah Payton,7.2,9.3,9.3,7.1
Amanda Urreta,7.6,6.0,5.1,5.0
Geraldine Cronin,9.8,3.3,4.2,10.0
James Green,10.0,7.3,8.8,8.9
Leslie Porter,2.5,8.1,3.3,6.8
Mary Voelkel,0.1,0.5,7.8,7.0
Michael Freudenstein,10.0,8.4,1.3,6.8
Venessa Schoen,6.6,5.7,5.6,6.4
Audrey Dube,0.7,8.7,9.7,8.7
Ward Wood,7.7,5.7,4.7,6.1
Gail Mason,6.3,1.6,10.0,1.1
Krystal Rothman,5.6,7.6,9.8,9.9
Susan Heming,6.5,5.0,8.2,2.8
Ashley Lord,8.3,10.0,8.3,3.8
Joel Benton,1.8,1.2,9.0,5.4
Robert Gonzalez,7.7,9.3,8.9,1.8
Joseph Mckinney,9.9,5.9,4.7,10.0
Timothy Price,4.8,8.4,4.9,7.2
Florence Huot,4.7,8.2,0.6,1.1
Ronald Chin,3.5,4.1,8.3,7.6
Rudy Bell,6.4,6.9,8.9,8.8
Antoinette Difranco,1.6,1.1,8.5,8.0
Michelle Chew,3.9,6.0,6.2,5.0
Michael Smith,2.2,0.4,3.1,1.0
Jeanine Dailey,6.3,4.5,9.3,3.7
Dennis Gandy,7.4,2.8,9.1,10.0
Kathrine Benjamin,9.1,1.2,8.5,9.3
Eleanor Roblow,6.4,1.7,1.1,5.9
Bruce Hall,4.3,2.9,4.9,5.2
Michael Tatum,8.0,10.0,5.8,4.1
Charles Lain,10.0,1.2,9.5,4.3
James Elkins,7.9,5.2,1.2,4.6
Pauline Baker,2.7,9.8,1.6,10.0
Heidi Ruffner,7.1,4.0,6.3,5.2
Jose Massey,0.5,3.2,8.6,0.5
Lou Wilson,5.2,5.6,5.4,2.8
Alan Petrocco,9.9,0.2,6.6,2.6
Alberto Jones,4.0,7.0,10.0,4.4
Stephanie Daniels,1.5,1.9,3.6,8.0
Geneva Creel,6.9,0.7,0.4,5.2
David Finley,8.5,10.0,7.4,2.0
Mark Dancer,9.4,7.2,9.9,3.2
Jean Winfield,2.2,3.1,5.1,4.0
Theresa Gustafson,3.6,6.1,3.3,5.4
Eli Brown,2.4,1.4,8.1,9.7
Ben Delgado,8.1,3.4,3.9,8.7
Susan Howard,8.4,7.6,2.1,8.0
David Miller,5.0,5.0,6.0,9.2
Roberto Desmarais,9.4,1.4,9.6,4.1
Clarice Noll,9.8,4.7,5.3,0.8
Gladys Oszust,0.9,0.6,4.6,4.6
Ramon Martin,7.4,2.5,6.1,10.0
Gregory Bennett,4.6,2.7,7.5,1.7
Herbert Beasley,2.6,6.7,4.5,1.2
Vincent Jackson,10.0,1.9,4.7,1.7
Lorena Baca,3.1,0.1,2.0,4.1
Cynthia Hamburg,7.2,2.6,1.6,1.9
Bessie Simmons,0.6,0.5,7.5,7.2
Patricia Koss,7.3,1.0,1.9,6.9
Charles Tucker,0.7,0.8,8.9,6.0
David Tidwell,6.4,4.0,4.2,0.8
Theresa Howland,3.9,8.5,2.1,2.2
Matthew Tomsic,1.1,1.0,3.5,8.0
John Camilli,2.5,4.6,10.0,8.7
Dion Parker,5.3,6.1,9.6,6.6
Cindy Tyler,0.9,4.6,10.0,2.1
Lola Kuntz,8.3,0.2,6.3,4.4
Raul Blakenship,5.2,10.0,8.3,0.5
James Witten,6.2,3.9,5.3,7.9
Corinne Abdullah,8.1,3.5,3.5,6.1
Genaro Moskowitz,9.8,10.0,9.1,2.8
Nathan Tasson,2.9,3.9,10.0,1.0
Alexander Youngblood,1.4,5.2,4.6,4.9
Linda Norfleet,7.0,9.6,7.7,2.9
John Reavis,1.1,10.0,9.8,6.9
Rodney Burgess,0.9,3.0,10.0,6.2
Max Neuman,10.0,2.8,8.7,0.1
Randy Mayson,9.0,10.0,3.2,7.9
Connie Evans,7.0,2.6,1.8,4.6
Vincent Krane,9.9,10.0,7.1,7.7
Ethel Ryan,10.0,1.5,3.7,2.5
Numbers Lee,5.1,9.5,6.3,10.0
Harold Burger,6.3,2.5,3.5,3.8
Bruce Speroni,9.4,7.7,2.3,2.1
Misty Rodgers,7.8,1.0,8.2,7.3
Nancy Rogers,6.8,8.0,3.3,1.4
Jeffrey Cluff,2.1,2.6,1.1,6.3
Charity Evans,2.0,1.6,4.7,7.9
John Hale,5.4,2.5,3.9,10.0
Arthur Moore,2.8,2.0,1.7,1.8
Justin Kelly,4.4,7.7,10.0,10.0
Keith Pundt,2.6,7.6,6.8,1.6
William Benavides,7.1,2.0,5.8,6.7
Andres Valero,3.1,2.6,9.5,9.1
Harry Hoefle,5.9,9.7,4.4,6.5
Herminia Speakman,3.0,7.1,8.4,4.4
Mark Chisolm,5.0,8.5,2.7,4.8
Bernard Williams,2.0,2.0,1.6,4.1
Delia Demateo,0.4,4.1,2.4,9.1
Lance Jethva,10.0,10.0,3.5,7.9
Anthony Miller,10.0,8.4,5.7,10.0
Margret Blair,6.7,10.0,5.4,0.6
Jerry Mattice,0.2,0.8,8.0,6.9
Jack Delacruz,10.0,3.9,10.0,8.7
Amy Welton,5.9,6.9,9.8,6.8
Glenda White,8.2,10.0,5.3,4.6
Cruz Lheureux,2.0,5.5,4.4,10.0
Kay Tomlin,10.0,5.2,5.9,3.9
Ola Price,6.5,1.2,10.0,1.3
Irene Tillman,0.7,8.1,5.1,0.7
Robert Walp,7.8,4.7,5.6,9.5
Larry Smith,7.5,1.6,5.8,3.1
James Collins,5.6,6.8,6.9,10.0
James Nichols,9.4,4.2,7.3,8.1
Joanna Robinson,9.4,2.8,0.6,1.5
Lillian Mullins,3.5,2.5,7.9,5.1
Michael Mcfadden,7.8,1.1,9.2,2.8
Steven Victoria,4.7,7.1,3.2,1.5
Richard Paterson,8.9,10.0,7.3,3.8
Cindy Paniagua,3.7,8.2,7.1,0.9
Charlotte Mcdowell,8.5,2.1,3.8,5.6
David Lloyd,2.9,3.7,0.2,1.3
William Connor,1.4,2.2,1.8,5.8
Kristina Thomas,0.4,8.4,4.9,1.5
Robin Smith,2.1,7.9,5.0,8.6
Kim Waters,7.3,8.0,10.0,10.0
Ana Larson,0.5,8.8,10.0,5.3
Roberta Bliss,2.9,10.0,0.6,0.8
Jason Huntsinger,6.6,7.8,9.9,1.6
Leah Thompson,9.5,10.0,3.2,2.9
Deanna Pantoni,5.7,6.7,3.1,9.5
Ruby Miller,10.0,0.9,5.6,10.0
Merlin Schmidt,0.0,5.9,7.3,1.6
Gina Richardson,10.0,2.5,6.5,9.1
Gary Stewart,10.0,1.1,4.8,1.5
Barbara Dobbs,1.0,5.8,9.9,8.7
Richard Harrison,3.4,9.0,1.2,9.9
John Nickel,10.0,6.5,0.4,1.5
Laurie Richards,7.4,7.9,2.0,8.1
Aimee Honn,8.3,2.2,7.8,10.0
John Edwards,2.0,3.4,10.0,7.6
Carol King,2.7,6.6,3.7,6.1
Louann Perez,1.1,7.1,4.6,10.0
Don Ordonez,7.7,4.4,5.1,2.2
Gwendolyn Collins,0.7,2.1,4.5,1.0
Quentin Wells,3.3,9.8,9.3,9.7
Albert Brown,3.1,10.0,10.0,7.2
Corey Petty,8.6,8.1,2.0,3.3
Amy Frierson,5.8,2.2,3.4,1.4
Clinton Dare,6.4,9.4,10.0,6.1
Esther Lamb,9.5,10.0,3.7,2.6
Andrew Randall,1.5,0.3,3.5,4.7
Scott Bohannon,5.4,7.4,10.0,8.1
Cristal Warren,2.0,1.6,3.8,6.4
Florence Flores,10.0,2.3,6.1,5.3
Sally Watson,10.0,9.5,5.3,1.3
Ralph Castillo,8.2,1.7,3.4,7.3
Anita Mini,9.0,5.0,3.4,2.1
Steven Liesmann,9.3,6.6,0.9,1.7
Rosemary Moor,10.0,9.7,7.8,8.8
Justin Williams,10.0,3.8,10.0,4.7
Margaret Stearns,0.9,0.5,4.7,5.4
Andrea Witham,5.7,4.9,3.5,5.4
Tami Blake,4.9,8.4,6.0,3.4
Kirk Finley,5.4,5.6,9.0,7.4
Laura Jones,4.5,10.0,3.9,8.8
Patrick Sanders,4.7,6.8,10.0,8.9
Maureen Hutchison,3.5,10.0,10.0,0.4
Eva Patterson,7.2,7.0,1.9,1.3
Latesha Delgado,6.6,2.6,2.4,6.7
Shanon Ahmed,2.2,7.3,0.1,10.0
Donald Bethea,4.4,0.3,6.5,7.0
Mike Bernhardt,2.6,9.9,3.0,7.4
Margaret Baptiste,9.2,10.0,7.9,7.2
Lula Ball,7.3,9.9,0.2,6.1
Willie Stanback,8.5,10.0,4.5,6.8
Olivia Mckinney,2.3,2.6,7.4,5.5
Ofelia Lahman,0.2,9.7,9.5,10.0
Steve Knauer,8.2,7.7,5.7,7.0
Sharyn Schammel,7.1,3.3,4.6,1.5
James Avalos,3.1,4.1,10.0,6.0
Elizabeth Hamner,8.4,2.5,8.9,4.4
Michael Mcneely,5.6,3.3,5.9,3.6
Linda Carroll,2.8,7.7,4.5,8.0
Lisa Edelman,0.1,8.2,10.0,5.0
Glen Witten,2.6,5.4,4.5,7.8
Armando Wheeler,10.0,7.8,1.2,2.9
Carson Carpenter,5.7,7.9,3.3,6.6
Joel Weitzel,5.3,9.5,4.2,6.6
Charlie Miller,4.7,0.0,6.8,9.3
Ambrose Mautone,10.0,3.0,10.0,3.7
Samuel Chagoya,0.0,1.8,7.6,4.3
Margaret Miller,2.1,1.1,3.3,6.7
Lena Hurd,10.0,1.8,4.8,1.4
Paul Modafferi,4.4,7.0,6.3,1.1
Donald Williams,8.0,8.4,1.1,2.8
Phyllis Recalde,10.0,3.3,1.2,9.4
Brian Trent,9.3,9.8,6.4,4.4
Robert Smith,4.5,4.0,6.2,0.2
Katie Goble,4.6,8.2,10.0,5.4
Annie Dowler,5.8,4.7,5.8,6.4
Barbara Delancey,7.0,5.7,1.7,4.3
Kristin Broadway,4.2,2.1,8.2,7.3
Anh Bertolino,3.9,2.9,1.6,5.3
Norma Self,6.6,10.0,8.4,6.0
Clarence Huber,7.2,7.1,6.5,0.2
Brian Piper,5.3,6.3,4.7,6.8
Thomas Gooden,4.2,0.8,9.1,5.0
Herman Penrod,6.1,5.7,3.8,7.2
Charles Perry,6.0,2.2,2.6,6.4
Robert Alvarado,7.7,6.4,0.9,9.9
Joseph Bell,4.7,6.6,7.6,4.1
Brandon Montenegro,5.1,6.9,0.9,7.7
Nora Dickerson,2.5,9.3,4.1,1.4
Jenna Conyers,4.6,4.8,8.9,0.2
Melissa Maxwell,4.0,3.0,5.2,8.8
Wm Benton,5.3,7.4,10.0,8.1
Elias Pahl,5.1,10.0,1.8,8.8
Joanne Williams,10.0,4.7,10.0,2.4
Arthur Maglione,1.6,2.1,6.2,7.4
Frank Bludworth,4.7,9.6,5.2,8.4
Maria Gaines,6.2,7.7,9.0,9.2
Deborah Bradway,8.3,9.0,10.0,8.6
John Kruger,7.3,9.9,0.0,2.4
Harry Wilcher,4.9,1.7,3.7,8.8
Booker Atkinson,5.0,0.1,7.9,0.4
Don Anderson,4.0,0.2,4.4,8.9
Jerry Kent,10.0,10.0,6.4,0.3
Floyd Land,4.4,3.4,7.0,0.5
Mary Sylla,0.6,8.7,10.0,3.8
Jimmy Willis,1.2,4.5,2.5,4.8
Edward Weber,3.9,2.8,3.0,9.1
Thomas Hull,10.0,5.1,3.9,5.5
John Byers,1.6,8.8,8.2,9.7
Kris Hernandez,9.5,2.4,10.0,2.3
Pamela Stanley,3.4,2.8,1.0,6.6
David Ring,1.0,8.2,3.3,9.1
Sheryl Threadgill,0.7,10.0,4.3,6.2
Michael Greer,5.4,5.8,5.6,2.2
Willis Chase,9.0,6.1,4.0,5.2
Patrick Allen,9.6,5.0,10.0,2.0
Dimple Clouthier,7.6,1.9,5.6,1.4
Jack Theriault,1.9,10.0,1.6,10.0
Stanley Holiday,9.1,10.0,10.0,5.2
Lorie Steffee,1.9,8.0,0.0,0.4
Richard Williams,6.4,8.3,9.6,4.1
George Spriggs,0.3,4.7,8.4,3.1
David Palmer,6.9,3.8,1.0,1.3
Beverly House,6.1,2.7,10.0,10.0
Buck Bodnar,6.2,9.6,8.6,8.1
Charles Chang,1.7,5.2,5.6,4.5
Bill Roberts,7.4,5.2,7.8,9.9
Hermina Gonzales,9.0,10.0,7.4,7.9
Mark Olson,9.0,8.2,7.6,10.0
Cheryl Slater,8.7,1.0,0.1,8.7
Louis Welch,0.6,10.0,2.3,8.3
Donald Semmes,4.9,6.8,8.4,7.2
Douglas Collins,7.5,2.8,1.7,9.3
Mika Kenworthy,7.1,1.0,8.9,8.0
Lawrence Dambrose,0.9,0.8,4.2,5.1
Paul Freeman,0.5,10.0,6.8,9.7
Theresa Ballard,7.0,3.2,2.8,8.8
Marie Gutierrez,7.1,0.1,9.6,3.6
Loretta Peyton,3.6,0.2,2.9,4.9
Javier Chavez,2.8,4.7,6.7,3.3
Jacob Craig,4.7,8.8,7.8,9.1
John Hayes,8.9,7.9,8.7,4.7
Brian Westbrook,4.8,1.0,4.8,4.3
Cheryl Heise,0.4,9.2,0.4,7.1
Valerie Niday,6.6,5.9,9.3,7.0
Ethel Tang,9.2,6.4,3.1,2.3
Norbert Schlager,3.5,5.3,9.4,0.4
Sandra Hamburg,5.1,3.2,1.5,4.3
Dyan Espinoza,3.1,8.7,6.3,9.5
Lynn Mannion,0.2,1.6,10.0,5.8
Ronald West,1.2,7.6,0.7,4.8
Victoria Montoya,7.0,5.7,6.9,3.1
Donald White,9.3,8.8,6.7,0.1
Christian Latch,6.2,8.6,1.0,9.7
Catherine Weiss,8.5,3.4,3.8,9.9
Sonia Cusano,6.6,10.0,5.2,5.9
Allen Woolley,4.9,5.9,10.0,4.3
Kaye Cardona,4.7,0.1,7.0,9.2
Jeanette Marston,3.1,10.0,5.2,5.8
Keith Cumbee,2.6,9.1,0.9,4.6
Clyde Copeland,0.2,9.6,2.5,6.9
George Mosley,8.6,6.3,10.0,2.6
William Ladner,3.5,8.0,7.4,0.9
Alfred Chase,0.5,1.5,9.4,6.6
Agnes Kreps,6.3,10.0,2.7,3.5
Gregory Mendoza,6.0,6.7,1.6,1.5
David Banter,10.0,1.4,0.9,0.6
Gladys Perez,5.5,5.0,8.1,4.3
Humberto Wales,1.1,6.6,10.0,2.1
Monique Roberson,3.5,5.0,4.0,4.2
Joe Stamand,5.3,8.7,8.6,1.0
Joyce Mixson,9.5,3.4,10.0,2.0
Mike Watkins,4.3,7.7,10.0,10.0
Richard Stahl,6.7,9.9,8.6,8.8
Morris Girard,6.6,8.3,6.6,9.3
Barbara Jeffries,0.2,3.2,6.3,7.4
Helen Buller,9.0,8.3,9.2,1.0
Marcus Koch,6.8,1.0,3.2,3.4
Daniel Doran,10.0,10.0,6.2,10.0
Judie Ramsey,8.6,6.9,0.1,2.2
Lane Nesmith,0.8,0.1,3.0,9.2
Neil Ashley,1.5,0.1,10.0,2.6
Kathleen Marchese,8.5,10.0,7.4,0.5
Roscoe Agro,6.5,10.0,1.6,1.5
Patricia Jensen,4.2,4.4,3.2,6.9
Marilyn Machida,3.8,4.2,1.1,10.0
Annice Fowler,9.5,6.7,8.7,4.2
Andrew Ozzella,0.1,9.1,2.4,6.7
Jeannette Katechis,8.2,0.4,4.0,1.8
Gloria Edge,10.0,0.9,7.9,2.0
Henrietta Berry,1.7,0.1,3.9,4.8
Denise Piro,6.2,4.8,7.3,3.7
Linda Mitchell,9.3,1.2,9.8,4.6
Kathy Williams,2.2,8.9,4.3,3.6
Maribeth Sandefur,8.9,9.4,2.6,10.0
Shana Henning,3.1,8.2,6.3,9.9
Larry Ferrell,10.0,3.7,2.4,10.0
James Holliday,2.5,0.0,3.6,1.6
Whitney Brown,7.8,1.8,10.0,3.2
Angel Holahan,9.2,10.0,2.0,7.6
Linda Bailey,3.1,7.0,8.2,4.1
William Ramirez,2.7,0.4,4.2,5.2
Mariana Hoopes,7.0,9.7,6.3,2.6
Wanda Ewy,6.3,0.7,0.2,5.4
Tonya Water,9.4,6.4,3.9,9.9
Thomas Jones,1.5,1.7,8.7,0.9
Mary Santiago,5.4,0.5,6.7,5.7
Noah Carter,7.9,9.4,2.0,3.1
Louie Satcher,6.6,1.9,10.0,5.0
Carol Velasquez,8.4,3.2,2.3,5.6
Angela Donnelly,7.4,4.2,10.0,4.9
Robert Zima,8.5,7.0,1.8,0.2
Maricela Manville,1.5,1.1,1.2,4.8
Tom Brown,1.4,5.4,5.4,4.0
Ruby Sachse,10.0,10.0,9.9,10.0
Agnes Sanchez,4.0,8.0,0.6,6.1
Anne Burgess,6.6,1.4,8.2,8.1
Terri Rodriquez,10.0,9.6,3.7,4.0
Barbara Castillo,8.5,1.3,8.3,8.5
Asia Schaefer,5.3,10.0,6.1,9.9
William Garcia,5.6,4.7,8.2,6.8
Gale Houston,9.0,8.4,7.8,8.3
John Caldwell,10.0,10.0,9.4,1.0
Henrietta Laws,4.3,5.6,5.3,6.2
Stephen Dodson,10.0,3.0,10.0,8.5
Adolph Lee,6.2,10.0,8.1,6.5
Jenise Bullock,1.6,8.2,1.8,6.3
Yolanda Hockenberry,1.0,10.0,1.7,9.7
Brandy Hamilton,5.8,5.8,8.3,4.0
Charles Cunningham,2.8,5.5,4.9,7.3
John Juares,8.8,4.1,8.2,6.2
Gene Mccrory,5.6,1.9,5.4,0.2
Cristopher Williamson,9.6,10.0,10.0,5.8
Jennifer Munoz,3.8,6.1,10.0,7.9
Donald Weeks,0.9,9.7,3.6,10.0
Reginald Olivia,0.4,2.6,6.9,1.7
Mike Bohn,7.2,7.0,8.4,3.5
James Colon,1.0,8.4,10.0,1.8
Eva Hughes,8.9,4.7,3.8,6.6
Darrell Brown,5.7,5.3,0.7,9.3
Lance Schultz,1.7,3.1,5.4,3.8
Luther Hicks,2.9,0.8,9.3,7.1
Patrina Leftwich,5.1,5.3,0.5,4.9
Kim Muniz,9.5,7.0,6.3,10.0
Irene Cower,0.7,9.9,4.3,6.8
Jimmie Posey,8.7,1.2,8.8,3.7
Lillian Byrne,0.6,2.0,4.6,6.8
Larry Peters,3.3,2.9,3.5,9.3
Ernest Crockett,9.6,4.5,1.2,0.4
Lester Mester,10.0,9.4,5.8,2.7
Perry Scribner,10.0,6.8,0.5,1.6
Joan Wilmoth,4.0,10.0,1.0,9.6
Barbara Lockwood,5.5,5.5,2.2,4.7
Eden Lesane,10.0,9.0,2.0,9.7
Russell Lackey,10.0,3.8,1.1,8.5
Ralph Jones,5.8,7.8,9.6,1.6
Cheryl Lumsden,4.4,0.5,1.9,5.0
Maureen Wallace,2.6,5.9,5.2,4.7
Michael Taber,5.5,10.0,8.4,10.0
Robert Yang,10.0,9.9,3.8,1.1
Julie Munoz,6.2,10.0,5.7,0.9
Lucretia Thompson,10.0,0.3,0.7,4.8
Solomon Carter,1.1,7.7,0.2,6.6
Tracy Russey,9.8,9.9,6.2,9.7
Betty Londner,0.8,7.5,10.0,4.7
Roy Miller,2.4,3.2,10.0,1.4
Leslie Lamp,7.7,8.7,10.0,9.7
Candelaria Jones,6.6,2.5,7.0,3.1
Mary Mckenzie,6.6,4.8,0.3,7.1
Brian Ward,2.1,2.8,10.0,7.5
Guadalupe Colanero,7.9,9.9,10.0,4.7
Michael Taylor,10.0,7.3,10.0,1.5
William Bond,4.3,7.5,6.4,4.6
Joshua Martino,5.8,3.7,4.8,5.7
Kirstin Miller,4.1,8.9,7.3,0.9
Candice Kropf,0.5,0.1,10.0,5.9
Charisse Brown,6.5,2.0,7.2,3.3
Lester Middleton,1.5,1.8,1.2,4.0
Hershel Campbell,1.2,7.9,0.2,4.3
Jane Konrad,0.0,5.8,10.0,3.6
Earnest Bains,5.8,3.8,8.0,7.7
Sharon Claypool,8.9,1.0,8.3,8.5
Sandra Reed,6.0,2.1,0.5,7.5
Alexander Conwell,10.0,8.3,7.5,4.0
Marie Mayse,8.2,10.0,7.6,2.7
William Flickinger,9.6,0.3,1.1,1.9
Yadira Choy,0.0,4.8,3.6,2.4
Marlin Powers,10.0,0.0,9.0,5.3
Michael Tooks,7.6,1.4,10.0,3.9
Louis Mckinney,10.0,2.2,2.8,0.8
Elsie Bowman,8.1,2.0,10.0,9.5
Donna Solesbee,5.5,5.7,6.2,4.8
Donald Jones,7.6,1.5,8.0,8.0
Ann Lawrence,8.4,3.8,7.1,7.1
Jesse Kim,8.7,1.2,0.4,7.8
Jose Meadows,2.2,3.1,3.7,6.8
John Morin,9.5,5.0,8.3,6.9
John Bauer,2.6,5.9,9.5,2.0
Robert Dicken,5.8,3.3,0.3,1.0
Alice Pavone,10.0,8.3,9.9,7.4
Kevin Laskin,2.1,4.1,6.4,8.7
Willie Mcfarland,5.2,2.8,0.0,3.3
Travis Cooper,9.9,0.6,5.4,3.0
Joseph Jacobs,9.7,7.5,1.8,3.1
James Applebury,4.1,5.4,5.5,6.1
Debra Elliott,0.5,6.7,2.1,9.6
Jeannette Johnson,10.0,0.1,7.2,2.5
Kim Garoutte,6.9,2.4,7.0,3.7
Alonzo Sutphin,5.4,6.3,3.7,6.5
Tad Gribble,1.3,3.2,0.9,7.3
Harry Hanson,9.1,5.3,3.3,2.1
Kerry Morales,1.9,4.5,8.8,3.0
Maria Rodriguez,10.0,4.7,7.1,5.8
Christopher Shade,4.2,4.8,8.5,0.9
Theresa Ward,5.4,0.3,6.3,5.0
Joan Wood,7.0,1.5,6.0,9.4
Edwin Reynoso,3.1,0.9,3.0,8.5
Catherine Stepler,10.0,7.8,4.1,2.6
Terrence Uitz,3.5,6.3,1.8,0.5
Bettie Angus,10.0,1.5,5.2,1.7
James Steinke,8.8,10.0,3.5,1.8
Gary Groll,5.2,2.4,9.3,3.3
Charles Reese,0.4,6.9,2.3,9.3
Flossie Oetzel,0.4,10.0,9.2,7.5
Myrtle Haynes,2.6,9.0,0.2,10.0
Roland Aponte,3.1,6.9,3.0,5.2
Lillian Colbert,10.0,5.2,1.3,4.5
Christine Dempsey,6.7,5.1,10.0,1.5
Matthew Douglass,9.0,4.7,3.3,7.8
